Id,Category
2997,2
2998,4
2999,8
3000,2
3001,2
3002,1
3003,2
3004,5
3005,4
3006,10
3007,2
3008,4
3009,2
3010,6
3011,1
3012,6
3013,9
3014,4
3015,1
3016,3
3017,4
3018,9
3019,5
3020,6
3021,1
3022,5
3023,9
3024,0
3025,4
3026,0
3027,2
3028,10
3029,6
3030,2
3031,6
3032,9
3033,5
3034,2
3035,4
3036,1
3037,10
3038,10
3039,4
3040,3
3041,9
3042,10
3043,9
3044,1
3045,3
3046,4
3047,1
3048,5
3049,4
3050,2
3051,4
3052,8
3053,10
3054,5
3055,3
3056,2
3057,9
3058,3
3059,10
3060,8
3061,0
3062,7
3063,9
3064,4
3065,9
3066,6
3067,6
3068,3
3069,5
3070,3
3071,5
3072,0
3073,5
3074,10
3075,9
3076,2
3077,3
3078,4
3079,5
3080,2
3081,10
3082,9
3083,9
3084,9
3085,3
3086,5
3087,2
3088,7
3089,3
3090,9
3091,4
3092,9
3093,5
3094,4
3095,4
3096,4
3097,5
3098,3
3099,5
3100,2
3101,9
3102,4
3103,3
3104,2
3105,3
3106,6
3107,9
3108,2
3109,2
3110,9
3111,9
3112,1
3113,5
3114,9
3115,9
3116,2
3117,8
3118,6
3119,2
3120,5
3121,9
3122,5
3123,4
3124,8
3125,1
3126,8
3127,5
3128,1
3129,5
3130,6
3131,5
3132,4
3133,3
3134,5
3135,4
3136,4
3137,9
3138,1
3139,5
3140,3
3141,6
3142,9
3143,9
3144,10
3145,8
3146,1
3147,6
3148,3
3149,4
3150,5
3151,2
3152,4
3153,0
3154,9
3155,9
3156,0
3157,2
3158,4
3159,9
3160,9
3161,1
3162,8
3163,5
3164,9
3165,4
3166,9
3167,9
3168,2
3169,4
3170,4
3171,9
3172,0
3173,5
3174,3
3175,7
3176,10
3177,4
3178,6
3179,3
3180,5
3181,0
3182,9
3183,8
3184,1
3185,8
3186,9
3187,8
3188,5
3189,0
3190,3
3191,3
3192,2
3193,4
3194,5
3195,5
3196,10
3197,8
3198,2
3199,9
3200,10
3201,3
3202,10
3203,9
3204,7
3205,10
3206,4
3207,6
3208,2
3209,5
3210,4
3211,2
3212,9
3213,2
3214,3
3215,9
3216,9
3217,2
3218,8
3219,9
3220,9
3221,9
3222,2
3223,8
3224,1
3225,0
3226,9
3227,9
3228,4
3229,6
3230,1
3231,2
3232,8
3233,5
3234,6
3235,2
3236,2
3237,6
3238,9
3239,5
3240,9
3241,10
3242,6
3243,8
3244,0
3245,6
3246,10
3247,6
3248,9
3249,0
3250,10
3251,5
3252,3
3253,9
3254,8
3255,9
3256,4
3257,2
3258,5
3259,0
3260,9
3261,5
3262,3
3263,6
3264,7
3265,10
3266,9
3267,8
3268,3
3269,6
3270,5
3271,4
3272,9
3273,8
3274,4
3275,8
3276,5
3277,0
3278,4
3279,9
3280,6
3281,10
3282,9
3283,1
3284,2
3285,10
3286,7
3287,4
3288,4
3289,1
3290,7
3291,9
3292,8
3293,2
3294,10
3295,6
3296,8
3297,8
3298,9
3299,2
3300,4
3301,9
3302,2
3303,0
3304,10
3305,5
3306,3
3307,1
3308,2
3309,1
3310,1
3311,9
3312,9
3313,1
3314,8
3315,1
3316,4
3317,10
3318,6
3319,3
3320,10
3321,4
3322,8
3323,5
3324,8
3325,2
3326,5
3327,5
3328,10
3329,4
3330,3
3331,9
3332,10
3333,8
3334,4
3335,5
3336,9
3337,10
3338,9
3339,5
3340,0
3341,4
3342,2
3343,8
3344,1
3345,4
3346,8
