Id,Category
2997,2
2998,4
2999,8
3000,2
3001,4
3002,1
3003,2
3004,5
3005,4
3006,10
3007,0
3008,3
3009,10
3010,6
3011,1
3012,0
3013,9
3014,3
3015,1
3016,1
3017,5
3018,5
3019,5
3020,6
3021,8
3022,2
3023,4
3024,0
3025,4
3026,7
3027,2
3028,10
3029,0
3030,3
3031,7
3032,9
3033,5
3034,2
3035,4
3036,1
3037,10
3038,10
3039,4
3040,3
3041,9
3042,10
3043,2
3044,1
3045,3
3046,4
3047,1
3048,5
3049,4
3050,1
3051,4
3052,5
3053,10
3054,6
3055,9
3056,2
3057,9
3058,3
3059,8
3060,8
3061,0
3062,7
3063,9
3064,4
3065,1
3066,7
3067,6
3068,10
3069,5
3070,3
3071,2
3072,3
3073,2
3074,10
3075,3
3076,8
3077,9
3078,4
3079,5
3080,9
3081,10
3082,2
3083,1
3084,9
3085,3
3086,5
3087,2
3088,7
3089,3
3090,9
3091,4
3092,9
3093,5
3094,0
3095,4
3096,4
3097,5
3098,6
3099,4
3100,9
3101,9
3102,4
3103,8
3104,2
3105,2
3106,2
3107,9
3108,2
3109,5
3110,9
3111,6
3112,5
3113,2
3114,9
3115,9
3116,2
3117,8
3118,6
3119,2
3120,2
3121,9
3122,5
3123,4
3124,8
3125,3
3126,8
3127,5
3128,1
3129,5
3130,6
3131,5
3132,4
3133,0
3134,5
3135,4
3136,4
3137,5
3138,2
3139,2
3140,5
3141,6
3142,9
3143,3
3144,10
3145,8
3146,1
3147,10
3148,2
3149,4
3150,5
3151,2
3152,4
3153,0
3154,9
3155,9
3156,0
3157,1
3158,4
3159,9
3160,2
3161,1
3162,3
3163,5
3164,9
3165,4
3166,9
3167,9
3168,2
3169,9
3170,8
3171,9
3172,9
3173,0
3174,3
3175,7
3176,10
3177,4
3178,6
3179,3
3180,4
3181,2
3182,9
3183,8
3184,1
3185,8
3186,9
3187,8
3188,5
3189,7
3190,3
3191,3
3192,0
3193,4
3194,5
3195,4
3196,10
3197,8
3198,2
3199,1
3200,10
3201,3
3202,10
3203,9
3204,7
3205,10
3206,10
3207,6
3208,2
3209,5
3210,4
3211,2
3212,9
3213,3
3214,8
3215,9
3216,9
3217,2
3218,9
3219,6
3220,4
3221,9
3222,3
3223,8
3224,1
3225,0
3226,9
3227,9
3228,5
3229,6
3230,1
3231,2
3232,8
3233,5
3234,7
3235,0
3236,0
3237,6
3238,9
3239,6
3240,9
3241,10
3242,7
3243,8
3244,3
3245,7
3246,10
3247,6
3248,9
3249,7
3250,10
3251,5
3252,2
3253,9
3254,8
3255,7
3256,4
3257,4
3258,5
3259,5
3260,5
3261,5
3262,8
3263,6
3264,7
3265,10
3266,9
3267,8
3268,9
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,8
3276,2
3277,0
3278,3
3279,9
3280,6
3281,10
3282,9
3283,2
3284,2
3285,10
3286,7
3287,3
3288,4
3289,1
3290,7
3291,9
3292,10
3293,2
3294,10
3295,6
3296,8
3297,10
3298,9
3299,9
3300,4
3301,9
3302,1
3303,0
3304,10
3305,5
3306,3
3307,3
3308,2
3309,2
3310,1
3311,9
3312,9
3313,1
3314,8
3315,1
3316,4
3317,9
3318,6
3319,0
3320,1
3321,4
3322,8
3323,5
3324,8
3325,2
3326,2
3327,5
3328,10
3329,4
3330,10
3331,9
3332,8
3333,8
3334,4
3335,5
3336,9
3337,10
3338,8
3339,5
3340,6
3341,4
3342,2
3343,8
3344,10
3345,0
3346,9
